재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기	전기	전전기	
 포괄손익계산서, 기타 - 연결	[139130]	DGB금융지주	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_InsuranceFinanceIncomeExpenses	      보험및재보험 금융이익(손실)	-174,828,521,865	-92,771,110,640	61,816,662,198
 포괄손익계산서, 기타 - 연결	[139130]	DGB금융지주	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_InsuranceFinanceExpensesFromInsuranceContractsIssuedRecognisedInProfitOrLoss	         보험및재보험 금융비용	178,082,877,674	105,932,202,586	11,203,791,248
 포괄손익계산서, 기타 - 연결	[139130]	DGB금융지주	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_InsuranceFinanceIncomeFromInsuranceContractsIssuedRecognisedInProfitOrLoss	         보험및재보험 금융수익	3,254,355,809	13,161,091,946	73,020,453,446
 포괄손익계산서, 기타 - 연결	[139130]	DGB금융지주	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_InterestRevenueExpense	      순이자손익	1,686,020,960,850	1,635,651,618,700	1,655,427,879,777
 포괄손익계산서, 기타 - 연결	[139130]	DGB금융지주	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_InterestExpense	         이자비용	2,488,889,052,361	2,391,760,166,912	1,247,011,793,229
 포괄손익계산서, 기타 - 연결	[139130]	DGB금융지주	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00878915_InterestExpenseOnFinancialInstrumentsOfInterestExpense	            금융상품 관련 이자비용	2,311,508,448,656	2,208,873,357,832	1,073,307,831,193
 포괄손익계산서, 기타 - 연결	[139130]	DGB금융지주	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00878915_InterestRevenueForInsuranceAndReinsuranceContractsOfInterestExpense	            보험및재보험 관련 이자비용	177,380,603,705	182,886,809,080	173,703,962,036
 포괄손익계산서, 기타 - 연결	[139130]	DGB금융지주	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_RevenueFromInterest	         이자수익	4,174,910,013,211	4,027,411,785,612	2,902,439,673,006
 포괄손익계산서, 기타 - 연결	[139130]	DGB금융지주	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00878915_InterestRevenueForOfRevenueFromInterest	            보험및재보험 관련 이자수익	15,249,289,286	15,763,542,809	10,929,805,808
 포괄손익계산서, 기타 - 연결	[139130]	DGB금융지주	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_InterestIncomeForFinancialAssetsMeasuredAtAmortisedCost	            상각후원가 측정 금융상품 관련 이자수익	3,712,155,814,913	3,558,563,177,090	2,555,688,802,748
